cluster_id,violation_count,avg_lat,avg_lon,total_impact,avg_impact,top_police_station,top_junction,date_span_days,unique_days,dominant_violation,recurrence_rate,hotspot_impact_score,rank,road_class,road_name,road_dist_m,lanes,speed_limit,road_class_weight,hotspot_impact_score_v2,rank_v2
7374,1976,12.981137799595142,77.61016131563765,3136.36,1.587226720647773,Shivajinagar,BTP051 - Safina Plaza Junction,150,147,NO PARKING,0.98,2390.516,1,secondary,Nrupathunga Road,566.4,,,1.5,3585.7740000000003,1
3188,1119,12.939751272663091,77.69555892709562,2102.8,1.8791778373547807,HAL Old Airport,No Junction,140,42,WRONG PARKING,0.3,1545.93,3,primary,Sarjapur Road N,159.5,,,2.0,3091.86,2
2727,1864,12.933780928803648,77.69087433803111,1633.65,0.8764216738197426,HAL Old Airport,No Junction,143,86,NO PARKING,0.6013986013986014,1455.210979020979,5,primary,Sarjapur Road N,56.6,,,2.0,2910.421958041958,3
5067,1315,12.964000933840303,77.57685039003802,2418.2000000000003,1.8389353612167303,City Market,BTP082 - KR Market Junction,149,120,WRONG PARKING,0.8053691275167785,1791.7505369127518,2,secondary,MC Modi Road,500.8,,,1.5,2687.6258053691276,4
9998,594,13.008657177104377,77.55443797777777,1285.9,2.164814814814815,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",150,92,WRONG PARKING,0.6133333333333333,929.24,20,trunk,Tumkur Road,152.4,,,2.5,2323.1,5
7708,1266,12.984002717456557,77.60361064826225,1996.64,1.577124802527646,Shivajinagar,BTP211 - Central Street Junction,150,125,NO PARKING,0.8333333333333334,1526.984,4,secondary,Nrupathunga Road,222.3,,,1.5,2290.4759999999997,6
2695,1486,12.933227864165543,77.69123125121803,1277.6,0.8597577388963662,HAL Old Airport,No Junction,143,65,NO PARKING,0.4545454545454545,1144.8781818181817,9,primary,Sarjapur Road N,120.9,,,2.0,2289.7563636363634,7
6781,1211,12.977340415028902,77.57652969917424,1365.84,1.1278612716763008,Upparpet,BTP040 - Elite Junction,149,91,NO PARKING,0.610738255033557,1131.4150738255032,11,primary,Vijayanagar Main Road,402.5,,,2.0,2262.8301476510064,8
12139,1442,13.07128029909154,77.58800666303051,1239.35,0.8594660194174758,Kodigehalli,No Junction,149,97,WRONG PARKING,0.6510067114093959,1113.8751006711411,12,primary,Airport Road N,781.6,,,2.0,2227.7502013422823,9
6218,1046,12.973564981739962,77.55120239971319,1018.9600000000002,0.97414913957935,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",149,79,NO PARKING,0.5302013422818792,880.8290201342282,22,trunk,Mysore Road N,624.7,,,2.5,2202.0725503355707,10
6657,850,12.97639103717647,77.57741960647058,1406.4,1.6545882352941177,Upparpet,BTP040 - Elite Junction,149,114,NO PARKING,0.7651006711409396,1067.8165100671142,13,primary,Vijayanagar Main Road,264.8,,,2.0,2135.6330201342284,11
7375,884,12.981047442873304,77.61037098303167,1378.08,1.5589140271493211,Shivajinagar,BTP051 - Safina Plaza Junction,149,106,WRONG PARKING,0.7114093959731543,1058.5191409395973,14,primary,MG Road,582.5,,,2.0,2117.0382818791945,12
9946,544,13.00829521029412,77.55446340588234,1156.7600000000002,2.12639705882353,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",150,94,NO PARKING,0.6266666666666667,839.4560000000001,25,trunk,Tumkur Road,134.5,,,2.5,2098.6400000000003,13
6234,933,12.973546032368702,77.57931360278671,1290.44,1.3831082529474814,Upparpet,BTP044 - Sagar Theatre Junction,146,112,NO PARKING,0.7671232876712328,1019.0208493150684,15,primary,Vijayanagar Main Road,109.7,,,2.0,2038.0416986301368,14
6779,792,12.97739555669192,77.57558317020202,1288.0,1.6262626262626263,Upparpet,BTP040 - Elite Junction,150,130,NO PARKING,0.8666666666666667,983.8,16,primary,Vijayanagar Main Road,454.7,,,2.0,1967.6,15
6716,938,12.97707263411514,77.5765237390192,1196.0800000000002,1.2751385927505332,Upparpet,BTP040 - Elite Junction,150,119,NO PARKING,0.7933333333333333,964.048,18,primary,Vijayanagar Main Road,376.3,,,2.0,1928.096,16
5734,962,12.969882862536382,77.57567922967776,1120.76,1.165031185031185,City Market,BTP043 - Upparpet Junction,149,130,NO PARKING,0.87248322147651,926.0432483221476,21,primary,Vijayanagar Main Road,292.0,,,2.0,1852.0864966442953,17
5135,1076,12.964528477286246,77.5765020232342,1562.8000000000002,1.4524163568773236,City Market,BTP082 - KR Market Junction,148,107,WRONG PARKING,0.722972972972973,1217.5245945945946,6,secondary,MC Modi Road,560.3,,,1.5,1826.286891891892,18
7356,1267,12.981155445856354,77.59847456637726,1471.6,1.161483820047356,Shivajinagar,BTP042 - Minsk Square Junction (CTO),141,82,WRONG PARKING,0.5815602836879432,1208.4334042553191,7,secondary,Nrupathunga Road,93.7,,,1.5,1812.6501063829787,19
6146,834,12.973133263669066,77.57911790659473,1087.64,1.3041247002398082,Upparpet,BTP044 - Sagar Theatre Junction,148,101,NO PARKING,0.6824324324324325,871.3204864864865,23,primary,Vijayanagar Main Road,140.8,,,2.0,1742.640972972973,20
5134,880,12.964603587272729,77.57612815397727,1537.12,1.746727272727273,City Market,BTP082 - KR Market Junction,145,91,WRONG PARKING,0.6275862068965518,1151.6857931034483,8,secondary,MC Modi Road,600.3,,,1.5,1727.5286896551725,21
5136,880,12.964416884738636,77.57707579400001,1516.8,1.7236363636363636,City Market,BTP082 - KR Market Junction,150,138,WRONG PARKING,0.92,1143.88,10,secondary,MC Modi Road,499.1,,,1.5,1715.8200000000002,22
6722,572,12.976819498251748,77.57990636363637,1163.24,2.033636363636364,Upparpet,BTP044 - Sagar Theatre Junction,149,121,WRONG PARKING,0.8120805369127517,853.1252080536913,24,primary,Vijayanagar Main Road,202.2,,,2.0,1706.2504161073825,23
6582,896,12.975966145089286,77.57733844397322,1007.4000000000002,1.1243303571428571,Upparpet,BTP040 - Elite Junction,147,90,WRONG PARKING,0.6122448979591837,837.6236734693878,26,primary,Vijayanagar Main Road,226.8,,,2.0,1675.2473469387755,24
6782,494,12.977447172469637,77.57725321639677,1072.24,2.170526315789474,Upparpet,BTP040 - Elite Junction,148,108,WRONG PARKING,0.7297297297297297,777.7899459459459,27,primary,Vijayanagar Main Road,377.3,,,2.0,1555.5798918918917,25
9218,543,12.999121998895028,77.54866802799263,768.4800000000001,1.4152486187845306,Rajajinagar,BTP027 - Modi Bridge Junction,147,59,WRONG PARKING,0.4013605442176871,602.8584081632654,44,trunk,ORR West,230.6,,,2.5,1507.1460204081634,26
6998,451,12.979081904878049,77.57834547117517,1046.24,2.3198226164079823,Upparpet,BTP058 - Subbanna Junction,150,88,NO PARKING,0.5866666666666667,749.294,28,primary,Vijayanagar Main Road,487.2,,,2.0,1498.588,27
9947,407,13.00817040958231,77.55477190147421,805.2800000000001,1.9785749385749387,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",149,82,WRONG PARKING,0.5503355704697986,593.173033557047,46,trunk,Tumkur Road,156.3,,,2.5,1482.9325838926175,28
6717,509,12.977004129273086,77.57720999273086,998.88,1.9624361493123772,Upparpet,BTP040 - Elite Junction,150,117,WRONG PARKING,0.78,738.2780000000001,29,primary,Vijayanagar Main Road,335.7,,,2.0,1476.5560000000003,29
6287,739,12.974387928416778,77.54537864952638,910.4,1.231935047361299,Vijayanagara,BTP020 - Hosahalli Metro Station,145,61,NO PARKING,0.4206896551724138,737.3003448275862,30,primary,Magadi Road,326.0,,,2.0,1474.6006896551723,30
5177,493,12.964952884624749,77.53864557835699,756.4800000000001,1.5344421906693717,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",150,70,WRONG PARKING,0.4666666666666667,584.1380000000001,47,trunk,Mysore Road,256.2,,,2.5,1460.3450000000003,31
9977,952,13.008188150840336,77.69534597626051,1199.775,1.2602678571428572,K.R. Pura,No Junction,148,134,WRONG PARKING,0.9054054054054054,971.446081081081,17,secondary,KR Puram Bridge Road,220.2,,,1.5,1457.1691216216216,32
7113,874,12.979630225743708,77.60716417711672,1217.5600000000002,1.3930892448512588,Shivajinagar,BTP051 - Safina Plaza Junction,149,107,NO PARKING,0.7181208053691275,959.807812080537,19,secondary,Nrupathunga Road,352.1,,,1.5,1439.7117181208055,33
6770,570,12.97734841017544,77.5707503522807,938.08,1.6457543859649122,Chamarajpet,BTP048 - Shanthala Junction,148,77,NO PARKING,0.5202702702702703,713.152054054054,32,primary,Vijayanagar Main Road,688.7,,,2.0,1426.304108108108,34
9430,548,13.000438621770073,77.67738494529198,926.3,1.6903284671532846,Mahadevapura,No Junction,142,83,NO PARKING,0.5845070422535211,701.5476056338027,33,primary,Old Madras Road,538.1,,,2.0,1403.0952112676055,35
6484,594,12.975429144781144,77.5761896835017,892.8800000000001,1.5031649831649834,Upparpet,BTP040 - Elite Junction,150,98,WRONG PARKING,0.6533333333333333,694.028,35,primary,Vijayanagar Main Road,230.5,,,2.0,1388.056,36
7000,442,12.97898337239819,77.57944850794117,933.6,2.112217194570136,Upparpet,BTP058 - Subbanna Junction,149,94,NO PARKING,0.6308724832214765,680.1230872483222,37,primary,Vijayanagar Main Road,446.2,,,2.0,1360.2461744966445,37
9279,472,12.99953810654661,77.54973741919491,679.2,1.4389830508474577,Rajajinagar,BTP027 - Modi Bridge Junction,148,87,NO PARKING,0.5878378378378378,534.3375675675676,58,trunk,ORR West,196.6,,,2.5,1335.843918918919,38
9899,553,13.007647806509944,77.57115009421338,637.75,1.153254972875226,Malleshwaram,No Junction,149,92,WRONG PARKING,0.6174496644295302,530.1617449664429,60,trunk,ORR West,502.7,,,2.5,1325.4043624161072,39
7166,486,12.980144505555554,77.57485733744855,878.8000000000001,1.8082304526748971,Upparpet,BTP057 - Anand Rao Junction,148,97,WRONG PARKING,0.6554054054054054,658.611081081081,40,primary,Vijayanagar Main Road,762.0,,,2.0,1317.222162162162,40
6841,522,12.97792557816092,77.57539895114942,853.4800000000001,1.635019157088123,Upparpet,BTP045 - Danvanthri Road Junction,150,112,WRONG PARKING,0.7466666666666667,653.7880000000001,41,primary,Vijayanagar Main Road,516.1,,,2.0,1307.5760000000002,41
9037,375,12.997565133333332,77.54976644986667,652.2800000000001,1.7394133333333337,Vijayanagara,BTP027 - Modi Bridge Junction,145,85,WRONG PARKING,0.5862068965517241,493.9111034482759,73,trunk,ORR West,21.1,,,2.5,1234.7777586206898,42
9278,446,12.999531486322873,77.54952352869955,621.2800000000001,1.393004484304933,Rajajinagar,BTP027 - Modi Bridge Junction,149,82,WRONG PARKING,0.5503355704697986,492.52303355704703,74,trunk,ORR West,210.1,,,2.5,1231.3075838926175,43
6913,401,12.978435608229423,77.57362196359102,820.0000000000001,2.0448877805486285,Upparpet,BTP057 - Anand Rao Junction,147,93,WRONG PARKING,0.6326530612244898,601.7397959183673,45,primary,Vijayanagar Main Road,654.2,,,2.0,1203.4795918367347,44
10207,494,13.012076174493927,77.5526698417004,571.5,1.1568825910931173,Malleshwaram,No Junction,149,108,NO PARKING,0.7248322147651006,477.2724832214765,81,trunk,Tumkur Road,178.9,,,2.5,1193.181208053691,45
10173,538,13.011327552973976,77.55456487211896,546.65,1.0160780669144982,Malleshwaram,No Junction,150,97,WRONG PARKING,0.6466666666666666,472.19,84,trunk,Tumkur Road,313.9,,,2.5,1180.475,46
9975,373,13.008269147184986,77.69421865388739,612.15,1.6411528150134047,K.R. Pura,No Junction,149,102,WRONG PARKING,0.6845637583892618,470.8084563758389,85,trunk,ORR North1,278.0,,,2.5,1177.0211409395972,47
